,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,王任飞,男,1966,"董事长,法定代表人,董事",54,博士,"王任飞:男,中国国籍,1966年3月生,管理学博士。2010年8月至2015年11月,任海南省农垦总局副局长、党委委员;2015年11月至今,任海南省农垦投资控股集团有限公司副总经理、党委委员;2017年11月至今,任海南橡胶董事长。"
1,李超,男,1979,"总裁,非独立董事",41,博士,"李超,男,1979年9月生,经济(金融)学博士研究生。2006年7月至2009年9月,任中国农业银行托管业务部、投资银行部主任科员;2009年10月至2010年5月,任中国农业银行香港分行和农银国际控股有限公司总经理助理;2010年6月至2012年8月,在中国农业银行投资银行部市场研发处主持工作;2012年9月至2013年3月,任中国农业银行公司与投行业务部市场研发处副处长;2013年4月至2013年6月,在中共中央党校中央国家机关分校“春季班”脱产学习;2013年11月至2016年1月,挂职宁夏石嘴山市市长助理;2016年7月至2019年3月,任中国通用技术集团通用(北京)投资基金管理公司投资总监。现任海南天然橡胶产业集团股份有限公司总裁。2019年4月11日任海南天然橡胶产业集团股份有限公司董事。"
2,陈圣文,男,1964,副总裁,56,硕士,"陈圣文:男,1964年6月生,经济管理学硕士。2012年11月-2016年4月,任海南橡胶副总裁;2016年5月-2016年9月,任海南橡胶监事会主席;2016年9月-2017年4月,任海南橡胶党委副书记;2017年4月至今,任海南橡胶副总裁。"
3,董敬军,男,1965,"副总裁,董事会秘书",55,硕士,"董敬军:男,1965年3月生,经济学硕士。2007年12月至2008年4月,任海南橡胶董事会秘书兼总裁办公室主任;2008年4月至2010年5月任海南橡胶董事会秘书兼副总裁;2010年5月至今任海南橡胶董事会秘书;2016年3月至今,任海南橡胶副总裁。于2017年11月29日换届辞去海南天然橡胶产业集团股份有限公司董事职务。"
4,李昌,男,1965,副总裁,55,硕士,"李昌:男,1965年11月,工商管理学硕士。2012年11月-2014年2月,任海南农垦林产集团有限责任公司总经理;2014年2月-2016年3月,任海南橡胶总裁助理兼海南农垦林产集团有限责任公司总经理;2016年3月至今,任海南橡胶副总裁。"
5,李奇胜,男,1973,执行副总裁,47,硕士,"李奇胜:男,1973年2月生,工商管理学硕士。2012年2月-2014年4月,任海南省农垦集团有限公司规划发展部总经理;2014年4月-2015年3月,任海南省农垦集团有限公司企业管理部总经理;2015年3月-2016年2月,任海南省农垦科学院党委书记、副院长;2016年2月-2017年11月,任海南省农垦投资控股集团有限公司企业管理部总经理。2019年3月26日,辞去海南天然橡胶产业集团股份有限公司代理总裁和副总裁职务。现任海南天然橡胶产业集团股份有限公司执行副总裁。"
6,孙楠,男,1976,副总裁,44,硕士,"孙楠,男,1976年10月出生,硕士研究生学历,2013年7月-2019年8月,曾先后担任中国移动通信集团政企客户分公司调度实施中心总经理、产品中心总经理、计划采购部总经理、解决方案中心总经理、全通改革工作小组组长、农商行业解决方案部总经理等职务;2019.08--至今担任中国移动通信集团有限公司政企事业部农商行业拓展部总经理。"
7,谢兴怀,男,1962,执行副总裁,58,硕士,"谢兴怀:男,1962年8月生,工商管理学硕士。2009年3月至2009年4月,任海南橡胶总裁助理兼金联加工分公司总经理;2009年4月至2010年5月,任海南橡胶总裁助理兼橡胶加工分公司总经理;2010年5月至2011年9月任海南橡胶副总裁兼橡胶加工分公司总经理;2011年9月至2012年8月任海南橡胶副总裁;2012年8月至今任海南橡胶执行副总裁。"
8,郭云钊,男,1966,非独立董事,54,博士,"郭云钊:男,1966年7月生,管理学博士。2010年2月至2012年8月,任中投信托有限责任公司董事长;2012年8月至2016年5月,任中国建银投资有限责任公司副总裁;2016年6月至今,任国信国投基金管理(北京)有限公司总裁;2018年11月至今,任海南橡胶董事。"
9,蒙小亮,男,1979,董事,41,本科,"蒙小亮:男,中国国籍,1979年3月生,本科。2013年3月至2014年4月,任海南省农垦集团有限公司土地营运部副总经理;2014年4月至2015年11月,任海南省农垦集团有限公司资产管理部(公司)副总经理、海南亚龙木业有限责任公司董事、总经理、党委委员;2015年11月至2016年2月,任海南省农垦集团有限公司资产管理部(公司)总经理;2016年2月至今,任海南省农垦投资控股集团有限公司土地运营部总经理;2017年11月至今,任海南橡胶董事。"
