,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,吴景贤,男,1962,"董事长,法定代表人,董事",58,博士,"吴景贤:男,1962年12月出生,博士,中国国籍,高级工程师。历任冶金部福建金鑫金刚石总厂厂长、冶金部第二勘察局局长助理,永安市人民政府副市长,中共永安市委副书记,福建省汇洋林业投资股份有限公司董事长。现任福建省永安林业(集团)股份有限公司董事长,负责公司董事会工作;福建森源家具有限公司董事长、总经理,负责董事会以及经营管理工作;北京丰汇伟瀚投资基金管理有限公司董事长。"
1,黄忠明,男,1968,董事长特别助理,52,本科,"黄忠明:男,1968年10月出生,本科学历,经济师。历任福建省永安林业(集团)股份有限公司董事会秘书、投资总监。现任福建省永安林业(集团)股份有限公司董事长特别助理,负责公司信息管理工作;永安燕林林业有限公司董事长;永安永明木业有限公司董事。"
2,陈邵,男,1974,董事长特别助理,46,本科,"陈邵:男,1974年3月出生,本科学历,律师。历任福建省永安林业(集团)股份有限公司董事,福建省永林家居有限公司董事。现任福建省永安林业(集团)股份有限公司董事长特别助理、法律事务部主任、总法律顾问,福建森源家具有限公司董事长特别助理兼法务监察中心总监,深圳市雅源空间配饰有限公司执行董事,福建永安市森源家具有限公司执行董事,负责公司法律事务工作。"
3,董永平,男,1962,"副董事长,董事",58,大专,"董永平:男,1962年4月出生,大专学历,助理工程师、高级技师。历任福建省永安林业(集团)股份有限公司森林经营分公司副经理、经理,福建省永安林业(集团)股份有限公司总经理,连城县森威林业有限公司监事,漳平市燕菁林业有限公司董事。现任福建省永安林业(集团)股份有限公司副董事长,协助公司董事长工作,分管森林经营管理工作;福建省永惠林业有限公司董事长;漳平市燕菁林业有限公司董事长;连城县森威林业有限公司董事长。"
4,陈建新,男,1973,副总经理,47,本科,"陈建新:男,1973年10月出生,本科学历,工程师。历任福建省永安林业(集团)股份有限公司永安人造板厂车间主任、副厂长,总经理助理,福建省永林家居有限公司董事长。现任福建省永安林业(集团)股份有限公司副总经理、永安人造板厂厂长,福建省永林家居有限公司执行董事兼总经理,负责永安人造板厂、永林家居经营管理;湖北九森林业股份有限公司董事。"
5,刘翔晖,男,1976,副总经理,44,本科,"刘翔晖:男,1976年10月出生,本科学历,工程师、律师、经济师。历任福建省永安林业(集团)股份有限公司党政综合办主任、人力资源委员会主任助理、党委委员、党委副书记、纪委书记、职工监事、监事会主席。现任福建省永安林业(集团)股份有限公司副总经理、工会主席、人力资源办公室主任,负责人事管理及工会工作;永安市国有林管理站经理;永安市林业建设投资公司经理;永安市林委劳动服务站站长。"
6,谢红,女,1967,"副总经理,董事会秘书",53,本科,"谢红:女,1967年6月出生,本科学历,高级经济师。历任福建省永安林业(集团)股份有限公司人力资源办公室副主任、主任,现任福建省永安林业(集团)股份有限公司副总经理、董事会秘书、投资者关系管理部经理,负责公司行政管理及董事会秘书处日常工作;福建森源家具有限公司监事,履行监事职责;中永(苏州)信息技术有限公司董事。"
7,苏加旭,男,1966,董事,54,本科,"苏加旭:男,1966年10月出生,本科学历。历任南安市森源木业有限公司副总经理,福建森源家具有限公司董事长,福建永安市森源家具有限公司执行董事,福建森源中艺精装工程有限公司执行董事,深圳市森源蒙玛家具有限公司执行董事,深圳森源中艺精装工程有限公司执行董事,深圳市雅源空间配饰有限公司执行董事,广东森源蒙玛实业有限公司执行董事,厦门森源家具有限公司执行董事,福建森源家具有限公司东莞市大岭山分公司法定代表人。现任福建省永安林业(集团)股份有限公司董事,履行董事职责。"
8,罗元清,男,1968,独立董事,52,硕士,"罗元清,男,汉族,1968年3月出生,安徽省滁州市人。1990年7月毕业于华东理工大学煤化工专业(本科);1996年7月毕业于厦门大学科学技术哲学专业,研究生学历,硕士学位。历任深圳中财投资发展有限公司经理、贵联集团董事局主席助理、深圳天利地产集团法务总监、广东深天成律师事务所律师、深圳证券交易所第七届上市委员会委员、北京市中银(深圳)律师事务所合伙人、深圳仲裁委员会仲裁员。现任北京德恒(深圳)律师事务所合伙人,兼任福建省永安林业(集团)股份有限公司独立董事,福建福日电子股份有限公司独立董事。"
9,潘越,女,1977,独立董事,43,博士,"潘越女士:1977年8月出生,中共党员,中国国籍,无境外居留权;厦门大学经济学院金融系教授、博士生导师、管理学博士、中国注册会计师、中国会计学会高级会员。历任厦门大学经济学院金融系讲师、硕士生导师,厦门大学经济学院金融系副教授、硕士生导师,漳州经济发展股份有限公司独立董事,瑞尔特卫浴科技股份有限公司独立董事,茶花现代家居用品股份有限公司独立董事。现任厦门大学经济学院金融系教授、博士生导师;福建省永安林业(集团)股份有限公司独立董事,履行独立董事职责;福建三钢闽光股份有限公司独立董事。"
