,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
0,曹欧劼,女,1969,"董事长,法定代表人,非独立董事",51,大专,"曹欧劼女士:汉族,中国国籍,无境外永久居留权,1969年5月出生,毕业于湖南财税学校、大专学历。2007年3月至2019年12月,任中广天择传媒股份有限公司董事;2007年3月至2020年3月,任海南慧东地产投资有限责任公司董事长兼总经理;2007年3月至今,分别担任海南慧丰网络科技有限公司执行董事兼总经理、海南慧远投资有限责任公司执行董事兼总经理、盈信(海南)金融服务有限公司董事长、大自然保护协会大中华理事会委员及桃花源生态保护基金会第二届理事会理事。2019年4月15日,经公司第六届董事会第一次会议选举为公司第六届董事会董事长。目前在公司的主要职责为履行公司法定代表人职责,负责公司发展战略制定与督导实施工作。"
1,杨祺,女,1979,总经理,41,硕士,"杨祺女士,副总经理,回族,1979年6月出生,中国国籍,硕士学历。2010年11月至2012年9月任上海友网科技有限公司董事长助理;2014年9月至2016年3月任立思辰股份有限公司安全集团董事长助理;2016年4月至2018年5月任海南德仁药业有限公司总裁。2019年4月至今任公司副总经理,目前在公司主要负责子公司管理及行政事务。"
2,何燕,女,1974,"副总经理,董事会秘书",46,本科,"何燕女士,董事会秘书,汉族,1974年11月出生,中国国籍,本科学历。曾任海南珠江控股股份有限公司办公室文员、证券部职员、证券事务代表;2011年6月至2019年6月曾任职海南海德实业股份有限公司证券事务部、金融事业部、董事会办公室,担任证券事务代表,其中2013年10月-2016年7月担任证券事务部部长,2013年9月至2019年6月任第七届、第八届监事会职工监事。2019年6月入职海南神农科技股份有限公司。经公司第六届董事会第四次会议聘任为公司董事会秘书,目前在公司主要负责证券事务管理工作。"
3,郑抗,女,1962,"副总经理,非独立董事,财务总监",58,本科,"郑抗女士,汉族,1962年2月出生,中国国籍,本科学历,会计师职称,注册会计师资格。2000年3月至2007年3月,分别就职天职国际会计师事务所和湖南英特会计师事务所,担任项目经理及审计部主任;2007年4月至2008年2月,担任中广天择传媒股份有限公司财务总监;2008年3至2018年5月,任海南阳光百年房地产开发有限公司财务总监;2018年6月至今任职公司财务部。经公司第六届董事会第一次会议聘任为公司副总经理、财务总监,目前在公司的主要职责为履行公司董事职责并负责公司财务管理工作。"
4,邓海滨,男,1976,非独立董事,44,博士,"邓海滨,男,1976年7月出生,中国国籍,汉族,中国共产党党员,湖南大学经济学博士学历。曾任职三一集团有限公司投资总部高级投资经理、湖南财信金融控股集团有限公司战略与投资部研究员、副总经理(主持工作),2017年3月至2018年5月任南华民生投资管理有限公司董事长;2018年6月至今任职湖南省财信产业基金管理有限公司副总经理。目前在与湖南财信金融控股集团有限公司相关联公司担任董事的有湖南省财信引领投资管理有限公司、海南神农科技股份有限公司、湖南空港实业股份有限公司,在湖南省旅游投资控股有限公司兼任执行董事兼总经理,在与湖南财信金融控股集团有限公司相关联公司担任监事的公司有湖南华润润湘联和私募股权基金管理有限公司、南华投资管理有限公司、湖南天惠投资基金管理有限公司。"
5,邓武,男,1972,非独立董事,48,本科,"邓武,男,汉族,中国国籍,无境外永久居留权,1972年12月出生,大学本科学历。1995年9月至2005年9月任长沙电视台科教部主任、经贸频道常务副总监;2005年10月至2007年3月任湖南德智教育投资有限公司总经理;2007年4月至2018年5月任海南慧远投资有限责任公司董事、总经理及海南慧丰网络科技有限公司董事、总经理。2018年6月入职公司任副总经理。经公司第六届董事会第一次会议聘任为公司总经理,目前在公司的主要职责为履行公司董事职责并主持公司日常经营管理工作。"
6,彭继泽,男,1961,非独立董事,59,硕士,"彭继泽先生:汉族,中国国籍,无境外永久居留权,1961年4月出生,北京大学光华管理学院EMBA。2008年10月至2014年12月,任长沙先导投资集团副总裁;2011年9月至2014年5月任公司副董事长;2015年1月至2017年6月,任上海鹏欣集团资产管理有限公司副总裁、大康国际农业股份有限公司董事长;2017年7月至2019年2月,任湖南盛和创富投资管理有限公司合伙人;2019年3月至今,任湖南省弘德资产经营管理有限公司总经理。目前在公司的主要职责为履行公司董事职责。"
7,张林新,男,1973,非独立董事,47,博士,"张林新先生,汉族,1973年9月出生,中国国籍,会计学博士。2009年3月至2013年7月任职湖南信托有限责任公司风险合规管理部总经理;2013年7月至2018年5月任职湖南信托有限责任公司副总裁。2019年3月至今,任湖南省弘德投资管理有限公司总经理。目前在公司的主要职责为履行公司董事职责。"
8,何进日,男,1957,独立董事,63,本科,"何进日:男,1957年2月出生,中国国籍,汉族,无境外永久居留权,本科学历,已取得中国证监会认可的独立董事资格证书,具备担任“上市公司独立董事”资格。何进日毕业于湖南财经学院,毕业后留校任教至今。历任湖南财经学院会计系、财政会计系财务教研室副主任、主任,湖南大学会计学院、工商管理学院财务管理系主任,1995年晋升为副教授,1998年晋升为会计学硕士生导师。现任湖南大学工商管理学院副教授,财务管理系支部书记、财务管理系副主任;中国会计学会个人会员;湖南省财务学会常务理事,湖南省总会计师协会会刊《理财》常务副主编;兼任湘潭电机股份有限公司独立董事,董事会审计委员会召集人、薪酬与考核委员会委员、战略委员会委员、湖南华菱节能环保科技有限公司外部董事。2014年1月至今任湖南大学工商管理学院财务管理系副教授,会计学硕士生导师。2016年12月至2019年3月,任湖南华菱节能环保科技科技有限公司外部董事;2016年10月至2020年1月,任加加食品集团股份有限公司独立董事;2016年10月起任湘潭电机股份有限公司独立董事。目前在公司的主要职责为履行公司独立董事职责。"
9,商小刚,男,1980,独立董事,40,本科,"商小刚先生:汉族,中国国籍,无境外居留权,1980年11月出生,先后毕业于湖北省粮食学校会计电算化专业,中南财经政法大学会计专业,注册会计师、注册税务师、注册资产评估师、土地估价师、房地产估价师、注册咨询(投资)工程师。1999年3月至1999年12月任职于十堰好帮手软件有限公司;2000年1月至2006年6月担任黄梅县食品公司主管会计;2006年6月至2008年4月担任北京京都(武汉)会计师事务所审计员、项目负责人;2008年9月至2009年09月担任洋浦华昌矿业有限公司财务经理;2009年9月至2011年9月担任海南天勤会计师事务所主任税务师;2011年9月至2013年6月担任海南罗牛山肉类食品有限公司财务负责人;2013年6月至2015年1月任职于海南省地税稽查局;2015年2月至今任海口中天华信会计师事务所和海口中天华信税务师事务所所长。同时2016年9月起在中联天目土地房地产资产评估有限公司海南分公司担任评估师;现任公司独立董事。"
